,NAME,ADDRESS,CITY,STATE,ZIP,OWNER,BEDS,RATING
5369,GARFIELD COUNTY PUBLIC HOSPITAL,66 N 6TH STREET,POMEROY,WA,99347,GOVERNMENT - DISTRICT/AUTHORITY,45.0,N/A
5370,LOURDES MEDICAL CENTER,520 4TH AVE N,PASCO,WA,99301,NON-PROFIT,106.0,3.3
5371,NAVAL HOSPITAL OAK HARBOR,3475 N. SARATOGA ST.,OAK HARBOR,WA,98278,GOVERNMENT - FEDERAL,25.0,3.3
5372,WHIDBEY GENERAL HOSPITAL,101 MAIN STREET NORTH,COUPEVILLE,WA,98239,GOVERNMENT - DISTRICT/AUTHORITY,51.0,3.9
5373,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,WA,99403,NON-PROFIT,25.0,2.9
5374,TRIOS WOMEN'S AND CHILDREN'S HOSPITAL,900 AUBURN ST S,KENNEWICK,WA,99336,GOVERNMENT - DISTRICT/AUTHORITY,119.0,3.6
5375,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL ST,PROSSER,WA,99350,GOVERNMENT - DISTRICT/AUTHORITY,26.0,3.6
5376,COVENANT CHILDREN'S HOSPITAL,4015 22ND PLACE,LUBBOCK,TX,79410,NON-PROFIT,73.0,2.6
5377,WENATCHEE VALLEY HOSPITAL,820 N. CHELAN AVENUE,WENATCHEE,WA,98801,PROPRIETARY,40.0,N/A
5378,SWEDISH MEDICAL CENTER - FIRST HILL CAMPUS,747 BROADWAY,SEATTLE,WA,98114,NON-PROFIT,748.0,3.4
5379,MULTICARE AUBURN REGIONAL MEDICAL CENTER,202 NORTH DIVISION ST,AUBURN,WA,98002,NON-PROFIT,120.0,2.4
5380,FREEDOM BEHAVIORAL,1334 SW BUCHANAN ST,TOPEKA,KS,66604,NOT AVAILABLE,24.0,3.4
5381,SEATTLE CHILDREN'S HOSPITAL,4800 SANDPOINT WAY NE,SEATTLE,WA,98105,NON-PROFIT,250.0,4.4
5382,UNIVERSITY OF WASHINGTON MEDICAL CENTER,1959 PACIFIC ST NE,SEATTLE,WA,98195,GOVERNMENT - STATE,450.0,N/A
5383,LAKESIDE MILAM RECOVERY CENTER,10322 NE 132ND ST.,KIRKLAND,WA,98034,PROPRIETARY,25.0,4.0
5384,EVERGREEN HOSPITAL MEDICAL CENTER,12040 128TH ST NE,KIRKLAND,WA,98033,GOVERNMENT - DISTRICT/AUTHORITY,242.0,3.2
5385,UW MEDICINE VALLEY MEDICAL CENTER,400 43RD ST S,RENTON,WA,98055,GOVERNMENT - DISTRICT/AUTHORITY,303.0,2.8
5386,VIRGINIA MASON MEDICAL CENTER,925 SENECA STREET,SEATTLE,WA,98101,NON-PROFIT,336.0,4.5
5387,SHICK SHADEL HOSPTIAL,12101 AMBAUM BLVD. S.W,SEATTLE,WA,98146,PROPRIETARY,63.0,4.2
5388,SWEDISH MEDICAL CENTER - BALLARD CAMPUS,5300 TALLMAN AVE NW,SEATTLE,WA,98107,NON-PROFIT,183.0,2.8
5389,VA PUGET SOUND HEALTH CARE SYSTEM SEATTLE,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,GOVERNMENT - FEDERAL,504.0,4.0
5390,HARBORVIEW MEDICAL CENTER,325 9TH AVE,SEATTLE,WA,98104,GOVERNMENT - LOCAL,413.0,3.9
5391,UW MEDICINE NORTHWEST HOSPITAL,1550 NORTH 115TH ST,SEATTLE,WA,98133,NON-PROFIT,213.0,3.2
5392,OVERLAKE HOSPITAL MEDICAL CENTER,1035 116TH AVE NE,BELLEVUE,WA,98004,NON-PROFIT,337.0,3.4
5393,SEATTLE CANCER CARE ALLIANCE,825 EASTLAKE AVE E,SEATTLE,WA,98109,NON-PROFIT,20.0,4.5
5394,SWEDISH MEDICAL CENTER - CHERRY HILL CAMPUS,500 17TH AVE,SEATTLE,WA,98122,NON-PROFIT,214.0,4.1
5395,ST. ELIZABETH HOSPITAL,1455 BATTERSBY AVENUE,ENUMCLAW,WA,98022,NON-PROFIT,38.0,4.2
5396,GROUP HEALTH COOPERATIVE/CENTRAL HOSPITAL,201 16TH AVENUE EAST,SEATTLE,WA,98112,PROPRIETARY,306.0,1.1
5397,NORTH SIDE HOSPITAL,401 PRINCETON ROAD,JOHNSON CITY,TN,37601,NON-PROFIT,139.0,N/A
5398,HIGHLINE MEDICAL CENTER,16251 SYLVESTER RD SW,BURIEN,WA,98166,NON-PROFIT,269.0,3.9
5399,KINDRED HOSPITAL SEATTLE,10631 8TH AVE NE,SEATTLE,WA,98125,PROPRIETARY,80.0,N/A
5400,ST. FRANCIS HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003,NON-PROFIT,128.0,3.1
5401,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,2005 NW SAMMAMISH ROAD,ISSAQUAH,WA,98027,NON-PROFIT,-999.0,3.2
5402,GROUP HEALTH EASTSIDE HOSPITAL,2700 152ND NE,REDMOND,WA,98052,PROPRIETARY,-999.0,N/A
5403,SWEDISH MEDICAL CENTER - REDMOND ED,18100 UNION HILL ROAD,REDMOND,WA,98052,NON-PROFIT,-999.0,N/A
5404,U.S. COAST GUARD BASE SEATTLE MEDICAL CLINIC,1519 ALASKAN WAY SOUTH,SEATTLE,WA,98134,GOVERNMENT - FEDERAL,-999.0,4.0
5405,HARDIN MEDICAL CENTER,935 WAYNE RD.,SAVANNAH,TN,38372,GOVERNMENT - LOCAL,58.0,2.0
5406,BREMERTON NAVAL HOSPITAL,1 BOONE ROAD,BREMERTON,WA,98312,GOVERNMENT - FEDERAL,40.0,3.0
5407,EDWIN SHAW REHABILITATION INSTITUTE,330 BROADWAY EAST,CUYAHOGA FALLS,OH,44221,NON-PROFIT,139.0,4.6
5408,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,CUYAHOGA FALLS,OH,44223,PROPRIETARY,272.0,3.4
5409,HARRISON MEDICAL CENTER - SILVERDALE,1800 NW MYHRE RD,SILVERDALE,WA,98383,PROPRIETARY,44.0,4.7
5410,HARRISON MEDICAL CENTER,2520 CHERRY AVE,BREMERTON,WA,98310,PROPRIETARY,297.0,1.0
5411,NAVAL BRANCH HEALTH CLINIC BANGOR,2050 BARB STREET,SILVERDALE,WA,98315,GOVERNMENT - FEDERAL,-999.0,2.6
5412,KITTITAS VALLEY COMMUNITY HOSPITAL,603 S CHESTNUT ST,ELLENSBURG,WA,98926,GOVERNMENT - DISTRICT/AUTHORITY,25.0,2.7
5413,ST JOSEPH HEALTH CENTER,667 EASTLAND AVE SE,WARREN,OH,44481,NON-PROFIT,219.0,2.8
5414,TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,WARREN,OH,44482,PROPRIETARY,346.0,3.8
5415,TRINITY HOSPITAL TWIN CITY,819 NORTH FIRST STREET,DENNISON,OH,44621,NON-PROFIT,25.0,3.2
5416,SKYLINE HOSPITAL,211 SKYLINE DR,WHITE SALMON,WA,98672,GOVERNMENT - DISTRICT/AUTHORITY,25.0,N/A
5417,KLICKITAT VALLEY HEALTH,310 SOUTH ROOSEVELT,GOLDENDALE,WA,98620,GOVERNMENT - DISTRICT/AUTHORITY,17.0,3.0
5418,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331,GOVERNMENT - DISTRICT/AUTHORITY,37.0,4.0
5419,OTHELLO COMMUNITY HOSPITAL,315 14TH AVE N,OTHELLO,WA,99344,GOVERNMENT - DISTRICT/AUTHORITY,49.0,2.3
5420,EAST ADAMS RURAL HOSPITAL,903 S ADAMS ST,RITZVILLE,WA,99169,GOVERNMENT - DISTRICT/AUTHORITY,8.0,2.9
5421,CLEARWATER VALLEY HOSPITAL AND CLINICS,301 CEDAR,OROFINO,ID,83544,NON-PROFIT,23.0,N/A
5422,IDAHO STATE HOSPITAL NORTH,300 HOSPITAL DRIVE,OROFINO,ID,83544,GOVERNMENT - STATE,60.0,4.8
5423,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,NON-PROFIT,25.0,3.1
5424,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,HOOD RIVER,OR,97031,NON-PROFIT,25.0,3.7
5425,ALBANY MEDICAL CENTER,43 NEW SCOTLAND AVE,ALBANY,NY,12208,NON-PROFIT,716.0,2.9
5426,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,98586,GOVERNMENT - DISTRICT/AUTHORITY,26.0,3.3
5427,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST FIFTH STREET,STORM LAKE,IA,50588,GOVERNMENT - LOCAL,35.0,3.4
5428,ST. LUKES'S REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,NON-PROFIT,346.0,3.1
5429,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71 SOUTH,SPIRIT LAKE,IA,51360,GOVERNMENT - LOCAL,49.0,3.1
5430,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 15TH STREET NORTH,HUMBOLDT,IA,50548,GOVERNMENT - LOCAL,49.0,4.2
5431,SHOSHONE MEDICAL CENTER,25 JACOB'S GULCH ROAD,KELLOGG,ID,83837,GOVERNMENT - DISTRICT/AUTHORITY,25.0,2.9
5432,BUFFALO GENERAL MEDICAL CENTER,100 HIGH ST,BUFFALO,NY,14203,NON-PROFIT,501.0,2.1
5433,BENEWAH COMMUNITY HOSPITAL,229 SOUTH SEVENTH STREET,ST. MARIES,ID,83861,GOVERNMENT - LOCAL,19.0,2.6
5434,ST. ELIZABETH MEDICAL CENTER,2209 GENESEE ST,UTICA,NY,13501,NON-PROFIT,201.0,N/A
5435,GENESIS MEDICAL CENTER WEST-DAVENPORT,1401 W CENTRAL PARK AVE,DAVENPORT,IA,52804,NOT AVAILABLE,502.0,2.0
5436,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 EIGHTH AVENUE WEST,CRESCO,IA,52136,GOVERNMENT - LOCAL,19.0,3.4
5437,DECATUR COUNTY HOSPITAL,1405 NORTHWEST CHURCH STREET,LEON,IA,50144,GOVERNMENT - LOCAL,25.0,3.3
5438,TRINITY REGIONAL HOSPITAL,802 SOUTH KENYON ROAD,FORT DODGE,IA,50501,NON-PROFIT,200.0,2.8
5439,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,GOVERNMENT - LOCAL,47.0,4.0
5440,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,NON-PROFIT,502.0,3.0
5441,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,NON-PROFIT,25.0,3.1
5442,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,NON-PROFIT,12.0,4.8
5443,BLUE MOUNTAIN RECOVERY CENTER,2600 WESTGATE,PENDLETON,OR,97801,GOVERNMENT - STATE,59.0,N/A
5444,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,NON-PROFIT,325.0,3.1
5445,UNM CHILDREN'S PSYCHIATRIC CENTER,1001 YALE BLVD NE,ALBUQUERQUE,NM,87106,GOVERNMENT - STATE,35.0,4.4
5446,ST. MARY'S HOSPITAL AND CLINICS,701 LEWISTON ST,COTTONWOOD,ID,83522,NON-PROFIT,25.0,N/A
5447,BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE,SANDPOINT,ID,83864,NON-PROFIT,25.0,3.4
5448,MADONNA REHABILITATION SPECIALTY HOSPITAL,"2500 BELLEVUE MEDICAL CENTER DRIVE,4TH FLOOR",BELLEVUE,NE,68123,PROPRIETARY,32.0,N/A
5449,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 34,CAMBRIDGE,NE,69022,NON-PROFIT,20.0,3.7
5450,MERRICK MEDICAL CENTER,1715  26TH ST,CENTRAL CITY,NE,68826,GOVERNMENT - LOCAL,20.0,2.3
5451,METHODIST WOMEN'S HOSPITAL,707 NORTH 190TH PLAZA,ELKHORN,NE,68022,NON-PROFIT,137.0,4.0
5452,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,PROPRIETARY,89.0,3.7
5453,CHI HEALTH ST. ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,NON-PROFIT,260.0,3.2
5454,ST. LUKE'S MCCALL,1000 STATE STREET,MCCALL,ID,83638,NON-PROFIT,15.0,3.1
5455,CASCADE MEDICAL CENTER,402 OLD STATE HIGHWAY 1330,CASCADE,ID,83611,GOVERNMENT - DISTRICT/AUTHORITY,10.0,4.1
5456,BLUE MOUNTAIN HOSPITAL,170 FORD ROAD,JOHN DAY,OR,97845,NON-PROFIT,25.0,3.8
5457,STEELE MEMORIAL MEDICAL CENTER,203 S. DAISY,SALMON,ID,83467,GOVERNMENT - LOCAL,18.0,N/A
5458,ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,"25 HACKETT BOULEVARD,MC 201",ALBANY,NY,12204,NON-PROFIT,18.0,3.3
5459,MERCY HOSPITAL,565 ABBOTT RD,BUFFALO,NY,14220,NON-PROFIT,438.0,3.2
5460,SISTERS OF CHARITY HOSPITAL,2157 MAIN ST,BUFFALO,NY,14214,NON-PROFIT,290.0,3.3
5461,MADONNA REHABILITATION HOSPITAL,5401 SOUTH ST,LINCOLN,NE,68506,NON-PROFIT,146.0,4.0
5462,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL - BERGAN MERCY,7500 MERCY RD,OMAHA,NE,68124,NON-PROFIT,400.0,3.4
5463,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,NON-PROFIT,15.0,2.8
5464,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVE,BUFFALO,NY,14217,NON-PROFIT,184.0,2.8
5465,VASSAR BROTHERS MEDICAL CENTER,45 READE PL,POUGHKEEPSIE,NY,12601,NON-PROFIT,365.0,2.6
5466,BERTRAND CHAFFEE HOSPITAL,224 E MAIN ST,SPRINGVILLE,NY,14141,NON-PROFIT,24.0,2.5
5467,ERIE COUNTY MEDICAL CENTER,462 GRIDER ST,BUFFALO,NY,14215,GOVERNMENT - DISTRICT/AUTHORITY,550.0,2.8
5468,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,2605 HARLEM RD,CHEEKTOWAGA,NY,14225,NON-PROFIT,123.0,3.0
5469,ROSWELL PARK CANCER INSTITUTE,666 ELM STR,BUFFALO,NY,14263,GOVERNMENT - DISTRICT/AUTHORITY,123.0,4.7
5470,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK ST,ELIZABETHTOWN,NY,12932,NON-PROFIT,25.0,5.0
5471,MOSES LUDINGTON HOSPITAL,1019 WICKER ST,TICONDEROGA,NY,12883,NON-PROFIT,15.0,4.3
5472,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,NON-PROFIT,97.0,N/A
5473,NATHAN LITTAUER HOSPITAL,99 E STATE ST,GLOVERSVILLE,NY,12078,NON-PROFIT,74.0,3.2
5474,ALICE HYDE MEDICAL CENTER,115 PARK STREET,MALONE,NY,12953,NON-PROFIT,76.0,N/A
5475,UNITED MEMORIAL MEDICAL CENTER BANK STREET CAMPUS,16 BANK ST,BATAVIA,NY,14020,NON-PROFIT,20.0,2.9
5476,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST,WATERTOWN,NY,13601,NON-PROFIT,294.0,2.2
5477,LITTLE FALLS HOSPITAL,140 BURWELL ST,LITTLE FALLS,NY,13365,NON-PROFIT,25.0,2.9
5478,RIVER HOSPITAL,4 FULLER ST,ALEXANDRIA BAY,NY,13607,NON-PROFIT,15.0,2.9
5479,LEWIS COUNTY GENERAL HOSPITAL,7785 N STATE ST,LOWVILLE,NY,13367,GOVERNMENT - LOCAL,31.0,3.2
5480,COMMUNITY MEMORIAL HOSPITAL,150 BROAD ST,HAMILTON,NY,13346,NON-PROFIT,25.0,3.2
5481,HIGHLAND HOSPITAL,1000 SOUTH AVE,ROCHESTER,NY,14620,GOVERNMENT - DISTRICT/AUTHORITY,261.0,2.2
5482,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE,ROCHESTER,NY,14621,NON-PROFIT,528.0,3.2
5483,CARTHAGE AREA HOSPITAL,1001 WEST ST,CARTHAGE,NY,13618,NON-PROFIT,35.0,N/A
5484,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14607,NON-PROFIT,830.0,N/A
5485,MONROE COMMUNITY HOSPITAL,435 E HENRIETTA RD,ROCHESTER,NY,14620,GOVERNMENT - LOCAL,39.0,3.5
5486,LONG BEACH MEDICAL CENTER,455 E BAY DR,LONG BEACH,NY,11561,NON-PROFIT,162.0,N/A
5487,LONG ISLAND JEWISH VALLEY STREAM,900 FRANKLIN AVE,VALLEY STREAM,NY,11580,NON-PROFIT,330.0,2.5
5488,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DR,MANHASSET,NY,11030,NON-PROFIT,764.0,3.7
5489,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TPKE,EAST MEADOW,NY,11554,GOVERNMENT - DISTRICT/AUTHORITY,530.0,2.5
5490,SYOSSET HOSPITAL,221 JERICHO TPKE,SYOSSET,NY,11791,NON-PROFIT,103.0,4.0
5491,ST. JOSEPH HOSPITAL,4295  HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NON-PROFIT,203.0,3.0
5492,MERCY MEDICAL CENTER,1000 N VILLAGE AVE,ROCKVILLE CENTRE,NY,11530,NON-PROFIT,375.0,3.2
5493,PLAINVIEW HOSPITAL,888 OLD COUNTRY RD,PLAINVIEW,NY,11803,NON-PROFIT,219.0,3.3
5494,SOUTH NASSAU COMMUNITIES HOSPITAL,1 HEALTHY WAY,OCEANSIDE,NY,11510,NON-PROFIT,455.0,3.0
5495,EASTERN NIAGARA HOSPITAL,521 EAST AVE,LOCKPORT,NY,14094,NON-PROFIT,140.0,2.6
5496,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 10TH ST,NIAGARA FALLS,NY,14301,NON-PROFIT,171.0,2.6
5497,DEGRAFF MEMORIAL HOSPITAL,445 TREMONT ST,NORTH TONAWANDA,NY,14120,NON-PROFIT,66.0,3.3
5498,SAINT FRANCIS HOSPITAL,100 PORT WASHINGTON BLVD,ROSLYN,NY,11548,NON-PROFIT,364.0,4.1
5499,MOUNT ST. MARY'S HOSPITAL,5300 MILITARY RD,LEWISTON,NY,14092,NON-PROFIT,175.0,2.7
5500,ROME MEMORIAL HOSPITAL,1500 N JAMES ST,ROME,NY,13440,NON-PROFIT,130.0,2.6
5501,FAXTON-ST. LUKE'S HEALTHCARE - FAXTON CAMPUS,1676 SUNSET AVE,UTICA,NY,13502,NON-PROFIT,24.0,N/A
5502,UPSTATE UNIVERSITY HOSPITAL - COMMUNITY CAMPUS,4900 BROAD RD,SYRACUSE,NY,13215,NON-PROFIT,326.0,4.5
5503,UPSTATE UNIVERSITY HOSPITAL - DOWNTOWN CAMPUS,750 E ADAMS ST,SYRACUSE,NY,13210,NON-PROFIT,409.0,3.5
5504,CROUSE HOSPITAL,736 IRVING AVE,SYRACUSE,NY,13210,NON-PROFIT,466.0,3.2
5505,CLIFTON SPRINGS HOSPITAL,2 COULTER RD,CLIFTON SPRINGS,NY,14432,NON-PROFIT,154.0,3.1
5506,GENEVA GENERAL HOSPITAL,196-198 NORTH ST,GENEVA,NY,14456,NON-PROFIT,132.0,2.6
5507,ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS,70 DUBOIS ST,NEWBURGH,NY,12550,NON-PROFIT,242.0,2.6
5508,ST. LUKE'S CORNWALL HOSPITAL - CORNWALL CAMPUS,19 LAUREL AVE,CORNWALL,NY,12518,NON-PROFIT,125.0,3.9
5509,FF THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,NON-PROFIT,113.0,3.4
5510,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVE,WARWICK,NY,10990,NON-PROFIT,60.0,3.5
5511,BON SECOURS COMMUNITY HOSPITAL,160 E MAIN ST,PORT JERVIS,NY,12771,NON-PROFIT,122.0,2.8
5512,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10924,NON-PROFIT,353.0,2.2
5513,OSWEGO HOSPITAL,110 W 6TH ST,OSWEGO,NY,13126,NON-PROFIT,126.0,2.4
5514,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1 NORTON AVE,ONEONTA,NY,13820,NON-PROFIT,60.0,2.8
5515,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,UT,84741,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,3.8
5516,JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,77 WAINWRIGHT DRIVE,WALLA WALLA,WA,99362,GOVERNMENT - FEDERAL,102.0,4.3
5517,PROVIDENCE ST. MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,NON-PROFIT,142.0,3.2
5518,ADVENTIST HEALTH WALLA WALLA GENERAL HOSPITAL,1025 2ND AVE S,WALLA WALLA,WA,99362,NON-PROFIT,72.0,5.0
5519,REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,16251 SYLVESTER RD SW,BURIEN,WA,98166,NON-PROFIT,31.0,4.8
5520,CHILD STUDY AND TREATMENT CENTER,8805 STEILACOOM BOULEVARD SW,LAKEWOOD,WA,98498,GOVERNMENT - STATE,47.0,3.2
5521,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING ST,FRIDAY HARBOR,WA,98250,NON-PROFIT,25.0,4.1
5522,PROVIDENCE SACRED HEART MEDICAL CENTER AND CHILDREN'S HOSPITAL,101 W 8TH AVE,SPOKANE,WA,99204,NON-PROFIT,638.0,3.1
5523,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,WA,98065,GOVERNMENT - DISTRICT/AUTHORITY,25.0,3.4
5524,SMOKEY POINT BEHAIVORAL HOSPITAL,3955 156TH ST NE,MARYSVILLE,WA,98271,PROPRIETARY,115.0,3.1
5525,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,751 NE BLAKELY DR,ISSAQUAH,WA,98029,NON-PROFIT,-999.0,3.2
5526,TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER,923 EAST CENTRAL AVENUE,LAFOLLETTE,TN,37766,PROPRIETARY,66.0,2.5
5527,ACUITY SPECIALTY HOSPITAL OHIO VALLEY WHEELING,"1 MEDICAL PARK,6TH FLOOR",WHEELING,WV,26003,PROPRIETARY,13.0,4.4
5528,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG,TN,37091,GOVERNMENT - LOCAL,25.0,2.4
5529,RAPID CITY HOSPITAL,3200 CANYON LAKE DRIVE,RAPID CITY,SD,57702,GOVERNMENT - FEDERAL,9.0,N/A
5530,HEALTHSOUTH REHABILITATION HOSPITAL,7000 JEFFERSON STREET NORTHEAST,ALBUQUERQUE,NM,87109,PROPRIETARY,87.0,3.7
5531,PARK CITY MEDICAL CENTER,900 ROUND VALLEY DRIVE,PARK CITY,UT,84060,NON-PROFIT,26.0,4.0
5532,LOVELACE MEDICAL CENTER,601 DOCTOR MARTIN LUTHER KING JUNIOR AVENUE NORTHEAST,ALBUQUERQUE,NM,87102,PROPRIETARY,263.0,2.2
5533,SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,NON-PROFIT,27.0,3.8
5534,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,PROPRIETARY,31.0,3.1
5535,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVE,CARMEL,NY,10512,NON-PROFIT,164.0,3.0
5536,ST MARY'S HOSPITAL,1300 MASSACHUSETTS AVE,TROY,NY,12180,NON-PROFIT,196.0,N/A
5537,SAMARITAN HOSPITAL,2215 BURDETT AVE,TROY,NY,12180,NON-PROFIT,212.0,2.3
5538,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HARVESTRAW,NY,10993,GOVERNMENT - STATE,130.0,4.1
5539,NYACK HOSPITAL,160 N MIDLAND AVE,NYACK,NY,10960,NON-PROFIT,375.0,4.3
5540,GOOD SAMARITAN HOSPITAL - SUFFERN,255 LAFAYETTE AVE,SUFFERN,NY,10901,NON-PROFIT,286.0,2.7
5541,AVERA BEHAVIORAL HEALTH CENTER,4400 WEST 69TH STREET,SIOUX FALLS,SD,57108,NON-PROFIT,54.0,3.0
5542,KEYSTONE TREATMENT CENTER,1010 EAST 2ND STREET,CANTON,SD,57013,NON-PROFIT,-999.0,4.2
5543,HARLAN ARH HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,40831,NON-PROFIT,150.0,2.1
5544,SUMMIT PARK HOSPITAL & NURSING CARE CENTER,50 SANATORIUM ROAD,POMONA,NY,10970,GOVERNMENT - LOCAL,378.0,4.0
5545,HEALTHSOUTH LAKEVIEW REHABILITATION HOSPITAL OF CENTRAL KENTUCKY,134 HEARTLAND DRIVE,ELIZABETHTOWN,KY,42701,PROPRIETARY,40.0,2.9
5546,LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,3909 SOUTH WILSON ROAD,RADCLIFF,KY,40160,PROPRIETARY,140.0,3.4
5547,CLAXTON-HEPBURN MEDICAL CENTER,214 KING ST,OGDENSBURG,NY,13669,NON-PROFIT,130.0,3.8
5548,EDWARD JOHN NOBLE HOSPITAL OF GOUVERNEUR,77 W BARNEY ST,GOUVERNEUR,NY,13642,NON-PROFIT,25.0,5.0
5549,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DR,MASSENA,NY,13613,GOVERNMENT - LOCAL,50.0,2.6
5550,CANTON-POTSDAM HOSPITAL,50 LEROY ST,POTSDAM,NY,13676,NON-PROFIT,94.0,3.1
5551,SELECT SPECIALTY HOSPITAL,800 EAST 21ST STREET,SIOUX FALLS,SD,57105,PROPRIETARY,24.0,3.0
5552,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,NON-PROFIT,20.0,5.0
5553,SARATOGA HOSPITAL,211 CHURCH ST,SARATOGA,NY,12866,NON-PROFIT,171.0,2.8
5554,ELLIS HEALTH CENTER,600 MCCLELLAN ST,SCHENECTADY,NY,12304,NON-PROFIT,-999.0,N/A
5555,HIGHLAND PARK HOSPITAL,777 PARK AVENUE WEST,HIGHLAND PARK,IL,60035,NON-PROFIT,-999.0,2.9
5556,VISTA MEDICAL CENTER WEST,2615 WASHINGTON ST,WAUKEGAN,IL,60085,PROPRIETARY,67.0,2.3
5557,SUNNYVIEW REHABILITATION HOSPITAL,1270 BELMONT AVE,SCHENECTADY,NY,12308,NON-PROFIT,115.0,4.6
5558,NORTHWESTERN LAKE FOREST HOSPITAL,660 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,NON-PROFIT,188.0,4.8
5559,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,NON-PROFIT,279.0,3.0
5560,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,NON-PROFIT,169.0,N/A
5561,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DR,COBLESKILL,NY,12043,NON-PROFIT,40.0,2.5
